BB 17 Zoning change for 13th and 14th Street - Sunshine Ministries Project,Primary,hubbard
BB 46 Redev. plan for 701 N. 11th Street,Primary,hubbard
BB 46 Redev. plan for 701 N. 11th Street,Primary,hubbard
BB 96 Stop sign at 13th and Clinton,Primary,hubbard
BB 108 Ordinance relating to City Recreation Facility in O'Fallon Park,Co-Sponsor,hubbard
BB 108 Ordinance relating to City Recreation Facility in O'Fallon Park,Co-Sponsor,hubbard
BB 167 Master Redevelopment Agrmt. Bottle Dist. Inv.,Primary,hubbard
BB 270 Quit claim for 1211 N. Tucker,Primary,hubbard
BB 282 Redev. plan for 2707 Raushenbach,Primary,hubbard
BB 294 MODOT Coop. Agreement,Primary,hubbard
BB 297 City Public Works Projects,Co-Sponsor,hubbard
